No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처
242,단행본,0000023471,최재천의 동물대탐험. 2: 나무늘보의 노래,황혜영 글;박현미 그림,다산어린이,2023,472 황94ㅊ v.2,대출가능,교사연구실
243,단행본,0000023470,최재천의 동물대탐험. 1: 비글호의 푸른 유령,황혜영 글;박현미 그림,다산어린이,2022,472 황94ㅊ v.1,대출가능,교사연구실
244,단행본,0000023469,소셜 애니멀,데이비드 브룩스 지음;이경식 옮김,웅진지식하우스,2024,331.18 브296ㅅ,대출중,교사연구실
245,단행본,0000023468,어두울 때에야 보이는 것들이 있습니다,"슈테판 츠바이크 지음;클라우스 그레브너,폴커 미헬스 [공]엮음;배명자 옮김",다산초당,2024,854 츠42ㅇ,대출중,교사연구실
246,단행본,0000023467,지금 알고 있는 걸 그때도 알았더라면,류시화 엮음,열림원,2014,811.6 류58ㅈ,대출중,교사연구실
247,단행본,0000023466,인공지능 융합수업 가이드,오한나 저,다빈치books,2023,373.33 오92ㅇ,대출중,교사연구실
248,단행본,0000023465,아이의 뇌,김붕년 지음,포레스트북스,2024,598.1 김46ㅇ,대출중,교사연구실
249,단행본,0000023464,흐르는 강물처럼,셸리 리드 지음;김보람 옮김,다산책방,2024,843 리27ㅎ,대출중,교사연구실
250,단행본,0000023463,내 몸 혁명,박용우 지음,루미너스,2024,513.398 박65ㄴ,대출중,교사연구실
251,단행본,0000023462,도둑맞은 집중력,요한 하리 지음;김하현 옮김,어크로스,2023,181.27 하298ㄷ,대출중,교사연구실
252,단행본,0000023461,거의 모든 것의 역사,빌 브라이슨 지음;이덕환 옮김,까치,2003,404 브292ㄱ,대출중,교사연구실
253,단행본,0000023460,내면소통 명상수업,김주환 지음,인플루엔셜,2025,189.1 김76ㄴ,대출중,교사연구실
254,단행본,0000023459,(책벌레 선생님의)행복한 독서토론,권일한 지음,행복한아침독서,2016,029.8 권68ㅎ,대출가능,교사연구실
255,단행본,0000023458,집에서 시작하는 초등독서토론,ON책，책을 켜는 연구회 지음,수류화개,2022,029.8 온82ㅈ,대출가능,교사연구실
256,단행본,0000023457,나를 통째로 바꾸는 독서토론,정지숙 지음,엑스북스,2020,029.8 정78ㄴ,대출가능,교사연구실
257,단행본,0000023456,(Do it!)스위프트로 아이폰 앱 만들기 입문,"송호정,이범근 지음",이지스퍼블리싱,2025,005.58 송95ㅅ,대출가능,교사연구실
258,단행본,0000023455,초등 필수 영단어,Claire Park 지음,길벗스쿨,2023,744 박82ㅊ,대출중,교사연구실
259,단행본,0000023454,기적의 영어 일기. [2]: 생활 일기,김지은 지음,길벗스쿨,2024,746 기74 v.2,대출중,교사연구실
260,단행본,0000023453,기적의 영어 일기. [1]: 한 줄 쓰기,여장은 지음,길벗스쿨,2024,746 기74 v.1,대출중,교사연구실
261,단행본,0000023452,안녕하세요 내 이름은 인절미예요,절미 언니 지음,위즈덤하우스,2019,818 절38ㅇ c.4,대출가능,6학년3반
262,단행본,0000023451,불량한 자전거 여행. 2: 마지막 여행,김남중 지음;문인혜 그림,창비,2019,813.8 김192ㅂ v.2 c.4,대출가능,6학년3반
263,단행본,0000023450,아름다운 실수,코리나 루이켄 지음;김세실 옮김,나는별,2018,843 루68ㅇ c.2,대출가능,6학년3반
264,단행본,0000023449,마고의 날개. 1: 쏨 아카데미의 아이들,김영주 글;화요 그림,이지북,2022,813.8 김64ㅁ v.1,대출가능,6학년3반
265,단행본,0000023448,빨간내복야코 맞춤법 절대 안 틀리는 책. 1,빨간내복야코 원작;박종은 글;이영아 그림,위즈덤하우스,2024,711.25 빨12ㅃ,대출가능,6학년3반
266,단행본,0000023447,소원들,므언 티 반 글;빅토 가이 그림;신형건 옮김,보물창고,2023,843 반37ㅅ,대출가능,6학년3반
267,단행본,0000023446,마음안경점,조시온 지음,씨드북,2021,813.8 조58ㅁ c.2,대출가능,6학년3반
268,단행본,0000023445,어느 날 내가 중독에 빠진다면,마쓰모토 도시히코 지음;김지윤 옮김,우리학교,2023,183.3 마57ㅇ,대출가능,6학년3반
269,단행본,0000023444,지금 당장 기후 토론,김추령 지음;핀조 그림,우리학교,2022,539.9 김85ㅈ,대출가능,6학년3반
270,단행본,0000023443,햇빛초 대나무 숲의 모든 글이 삭제되었습니다,황지영 글;백두리 그림,우리학교,2024,813.8 황78ㅎ c.5,대출가능,6학년3반
271,단행본,0000023442,햇빛초 대나무 숲에 새 글이 올라왔습니다,황지영 글;백두리 그림,우리학교,2021,813.8 황78ㅎ c.5,대출가능,6학년3반
272,단행본,0000023441,최악의 최애,김다노 글;남수현 그림,다산어린이,2024,813.8 김22ㅊ c.2,대출가능,6학년3반
273,단행본,0000023440,내가 나라서 정말 좋아,김지훤 글;하꼬방 그림,길벗,2025,199.4 김78ㄴ,대출가능,6학년3반
274,단행본,0000023439,(초딩도 간다!)뚜벅뚜벅 세계로,"조예서,조예준 지음;조혜린 그림",연두세상,2016,980.24 조64ㄸ c.4,대출가능,6학년3반
275,단행본,0000023438,친구의 전설,이지은 글·그림,웅진주니어,2023,813.8 이78ㅊ,대출가능,6학년3반
276,단행본,0000023437,(어린이와 청소년을 위한)독도백과사전,마술연필 글;이영림 그림,푸른책들,2013,911.829 마56ㄷ c.5,대출가능,6학년2반
277,단행본,0000023436,우리는 돈 벌러 갑니다,진형민 지음;주성희 그림,창비,2016,813.8 진94ㅇ c.3,대출가능,6학년2반
278,단행본,0000023435,실수 때문에 마음이 무너지면 어떻게 하나요?,"클레어 프리랜드,재클린 토너 [공]지음;김영미 그림;김민화 옮김",뜨인돌어린이,2019,183 프298ㅅ c.3,대출가능,6학년2반
279,단행본,0000023434,(우리 동네)경제 한 바퀴,이고르 마르티나슈 글;허지영 그림;김수진 옮김,책속물고기,2017,320.4 마297ㄱ c.3,대출가능,6학년2반
280,단행본,0000023433,(초등 선생님이 뽑은)남다른 속담,박수미 지음;천서연 [외]그림,다락원,2015,388.611 박56ㄴ c.6,대출가능,6학년2반
281,단행본,0000023432,(Who? K-pop)BTS,강진희 지음;이준희 그림,다산어린이,2022,990.8 강78ㅂ,대출가능,6학년2반
282,단행본,0000023431,불량한 자전거 여행. 2: 마지막 여행,김남중 지음;문인혜 그림,창비,2019,813.8 김192ㅂ v.2 c.3,대출가능,6학년2반
283,단행본,0000023430,불량한 자전거 여행. 4: 세상 끝으로,김남중 지음;오승민 그림,창비,2024,813.8 김192ㅂ v.4 c.2,대출가능,6학년2반
284,단행본,0000023429,다시 쓰는 동물의 왕국,최삼규 지음,이상,2016,491.508 최52ㄷ,대출가능,6학년2반
285,단행본,0000023428,정말로 사과한다면,안수민 글;김민우 그림,씨드북,2025,813.8 안56ㅈ,대출가능,6학년2반
286,단행본,0000023427,고요한 우연,김수빈 지음,문학동네,2023,813.6 김56ㄱ,대출가능,6학년2반
287,단행본,0000023426,밤에만 여는 복덕방,정은수 지음;더드로잉핸드 그림,옐로스톤,2025,813.8 정67ㅂ,대출가능,6학년2반
288,단행본,0000023425,(흔한남매)과학 탐험대. 12: 공룡과 화석,"흔한남매 원작;김언정,송은경 [공]글;임혜영 그림",주니어김영사,2024,404 흔92ㄱ v.12 c.2,대출가능,6학년2반
289,단행본,0000023424,신비의 섬 작은 멋쟁이 크레스티드 게코,필립 드 보졸리 지음; 박지웅 옮김,씨밀레북스,2019,527.386 보75ㅅ c.2,대출가능,6학년2반
290,단행본,0000023423,(사막의 작은 표범)레오파드 게코,필립 드 보졸리 [외]지음;이수현 옮김,씨밀레북스,2015,495.177 보75ㄹ,대출가능,6학년2반
291,단행본,0000023422,어느 날 문이 사라졌다,김은영 글;메 그림,문학동네,2025,813.8 김67ㅇ,대출가능,6학년2반
292,단행본,0000023421,갈매기에게 나는 법을 가르쳐준 고양이,루이스 세뿔베다 지음;유왕무 옮김;이억배 그림,바다,2016,873 세46ㄱ c.2,대출가능,6학년2반
293,단행본,0000023420, (태쁘의)퇴마부. 2-4,태쁘 원작;김혜련 글;이소연 그림,겜툰,2025,813.8 태47ㅌ v.2-4,대출가능,6학년2반
294,단행본,0000023419,호랑이를 부탁해,설상록 지음;메 그림,비룡소,2025,813.8 설52ㅎ,대출가능,6학년2반
295,단행본,0000023418,지옥에서 온 키다리 아저씨,정서휘 지음,자음과모음,2025,813.6 정54ㅈ,대출가능,6학년2반
